snv,qtd_2007,qtd_2008,qtd_2009,qtd_2010,qtd_2011,qtd_2012
163BMS0252,21,19,24,31,35,34
163BMS0270,20,30,18,19,13,19
163BMS0290,23,51,52,62,45,47
163BMS0300,10,15,16,26,20,13
163BMS0310,12,5,17,16,24,26
163BMS0320,31,24,36,30,32,33
163BMS0321,30,46,32,31,30,37
163BMS0322,3,5,2,4,4,5
163BMS0324,9,26,19,34,25,20
163BMS0325,NULL,NULL,NULL,2,3,NULL
163BMS0326,16,6,15,17,15,14
163BMS0327,4,3,7,2,6,2
163BMS0328,7,7,8,9,13,9
163BMS0329,8,7,9,20,10,8
163BMS0330,37,33,39,40,40,42
163BMS0334,28,37,28,18,44,24
163BMS0360,33,25,41,28,32,38
163BMS0370,90,85,85,120,125,120
163BMS0380,3,2,3,5,2,1
163BMS0390,51,71,82,116,107,133
163BMS0392,3,3,9,8,10,16
163BMS0396,16,35,37,48,50,42
163BMS0398,31,42,49,65,95,80
163BMS0452,24,11,18,18,30,32
163BMS0470,36,47,37,41,35,32
163BMS0472,56,66,87,73,89,83
163BMS0490,16,22,36,31,22,19
163BMS0492,14,26,22,22,33,23
163BMS0510,34,35,48,64,58,66
163BMS0512,21,27,18,34,24,19
163BMS0530,8,13,14,12,11,14
163BMS0532,20,26,26,26,24,22
163BMS0550,14,15,22,25,26,26
163BMS0555,5,5,10,13,12,5
163BMT0560,15,25,17,14,13,10
163BMT0565,21,26,24,24,25,22
163BMT0570,20,28,19,11,22,26
163BMT0575,7,9,10,9,11,18
163BMT0577,19,12,13,15,20,15
163BMT0580,34,42,38,48,42,44
163BMT0582,NULL,NULL,NULL,1,1,2
163BMT0785,101,94,109,116,123,180
163BMT0790,12,13,26,26,20,19
163BMT0795,36,31,48,67,51,71
163BMT0800,9,10,9,13,16,15
163BMT0805,35,39,40,60,40,58
163BMT0808,79,112,123,75,53,76
163BMT0810,16,14,34,31,29,35
163BMT0815,25,35,36,33,34,41
163BMT0820,33,26,44,39,32,19
163BMT0821,25,24,35,43,21,22
163BMT0822,21,31,53,41,57,53
163BMT0825,28,33,54,69,90,66
163BMT0830,15,22,24,45,38,37
163BMT0832,10,10,14,24,23,26
163BMT0834,13,20,29,31,28,23
163BMT0836,3,8,11,11,14,25
163BMT0840,2,1,3,4,7,9
163BMT0841,10,13,9,15,10,11
163BMT0842,NULL,5,4,1,3,7
163BMT0846,16,13,8,15,18,28
163BMT0850,8,6,9,7,21,24
163BMT0852,7,9,16,16,22,23
163BMT0855,NULL,1,3,4,3,2
163BMT0860,4,4,NULL,4,9,12
163BPA0870,NULL,4,NULL,NULL,NULL,2
163BPA0910,4,2,NULL,NULL,NULL,NULL
163BPA1040,NULL,NULL,NULL,1,NULL,NULL
163BPA1050,NULL,NULL,NULL,NULL,NULL,1
163BPA1070,NULL,NULL,NULL,NULL,NULL,1
163BPA1090,NULL,1,NULL,NULL,1,NULL
163BPA1110,1,NULL,NULL,NULL,NULL,1
163BPA1120,1,NULL,NULL,NULL,NULL,NULL
163BPA1135,NULL,NULL,NULL,1,4,6
163BPA1140,NULL,NULL,NULL,NULL,NULL,1
163BPA1150,3,5,2,8,6,7
163BPA1160,NULL,NULL,2,2,3,6
163BPA1170,1,1,2,5,9,11
163BPA1180,22,18,20,21,76,116
163BPA1190,1,1,2,4,NULL,8
163BPA1210,35,36,46,47,16,NULL
163BPR0030,NULL,NULL,14,39,43,24
163BPR0032,NULL,NULL,1,3,1,5
163BPR0040,NULL,NULL,NULL,NULL,NULL,2
163BPR0050,NULL,NULL,NULL,5,61,55
163BPR0055,NULL,NULL,NULL,1,8,12
163BPR0060,NULL,NULL,NULL,4,41,55
163BPR0067,NULL,NULL,NULL,2,22,20
163BPR0070,NULL,NULL,NULL,1,20,18
163BPR0073,NULL,NULL,NULL,1,27,30
163BPR0075,NULL,NULL,NULL,8,44,45
163BPR0080,NULL,NULL,NULL,3,105,111
163BPR0082,NULL,NULL,NULL,NULL,NULL,2
163BPR0083,NULL,NULL,NULL,NULL,7,6
163BPR0084,NULL,NULL,NULL,NULL,3,7
163BPR0085,NULL,NULL,NULL,2,59,51
163BPR0090,NULL,NULL,NULL,1,16,12
163BPR0093,NULL,NULL,NULL,1,4,4
163BPR0095,NULL,NULL,NULL,NULL,7,4
163BPR0100,NULL,NULL,NULL,1,13,6
163BPR0105,NULL,NULL,NULL,NULL,88,99
163BPR0110,NULL,NULL,3,3,20,19
163BPR0120,NULL,NULL,59,111,161,147
163BPR0125,NULL,NULL,24,55,65,45
163BPR0128,NULL,NULL,11,33,33,24
163BPR0130,NULL,NULL,36,72,97,76
163BSC0025,39,58,47,49,41,51
163BSC0026,15,12,16,20,17,11
163BSC0027,31,28,41,42,34,33
163BSC0028,12,16,13,18,12,15
163BSC0029,19,15,15,15,18,15
174BAM0230,75,72,85,91,111,86
174BAM0250,49,45,51,89,61,46
174BAM0270,8,15,12,15,9,11
174BAM0290,6,10,5,10,10,17
174BAM0300,2,NULL,NULL,1,1,4
174BAM0310,NULL,NULL,NULL,1,2,4
174BAM0515,3,NULL,NULL,NULL,NULL,NULL
174BMT0030,4,11,4,10,12,14
174BMT0032,7,7,8,9,12,11
174BMT0033,1,4,NULL,2,3,3
174BMT0034,9,6,12,9,12,5
174BMT0035,2,1,3,3,11,2
174BMT0036,1,1,5,2,3,2
174BMT0050,1,1,2,2,3,2
174BMT0070,20,13,18,28,25,24
174BMT0090,40,41,46,44,39,47
174BMT0091,NULL,1,1,NULL,1,NULL
174BMT0092,12,17,21,13,14,15
174BMT0094,2,3,4,1,1,2
174BMT0100,28,28,27,22,29,17
174BMT0110,8,6,8,11,10,8
174BMT0112,4,3,1,9,3,5
174BMT0115,15,10,12,6,16,10
174BMT0120,14,15,15,9,24,7
174BMT0125,NULL,NULL,NULL,2,1,1
174BMT0130,5,11,11,11,9,11
174BMT0131,NULL,NULL,4,NULL,2,1
174BMT9000,85,89,98,106,96,88
174BRO0150,26,44,47,39,NULL,NULL
174BRO0155,1,NULL,6,4,NULL,NULL
174BRO0160,NULL,NULL,NULL,3,24,18
174BRO0165,NULL,1,2,9,39,23
174BRO0170,NULL,2,1,1,NULL,2
174BRR0670,3,1,3,2,3,6
174BRR0675,NULL,NULL,NULL,1,2,2
174BRR0685,7,1,3,1,3,1
174BRR0690,NULL,NULL,NULL,NULL,1,NULL
174BRR0695,NULL,NULL,NULL,2,1,NULL
174BRR0700,2,NULL,NULL,1,NULL,NULL
174BRR0705,NULL,NULL,NULL,NULL,NULL,1
174BRR0710,NULL,1,NULL,NULL,NULL,NULL
174BRR0730,NULL,NULL,NULL,NULL,NULL,2
174BRR0735,1,1,NULL,NULL,NULL,NULL
174BRR0745,1,NULL,NULL,NULL,1,NULL
174BRR0750,NULL,NULL,1,NULL,1,2
174BRR0755,1,1,NULL,NULL,NULL,1
174BRR0765,NULL,NULL,1,NULL,1,NULL
174BRR0770,1,NULL,NULL,NULL,NULL,NULL
174BRR0780,4,NULL,NULL,1,NULL,NULL
174BRR0785,1,NULL,1,2,2,2
174BRR0790,NULL,NULL,NULL,NULL,NULL,1
174BRR0800,1,2,NULL,1,NULL,2
174BRR0805,3,4,NULL,1,5,NULL
174BRR0808,1,NULL,NULL,NULL,NULL,NULL
174BRR0810,1,3,NULL,1,1,1
174BRR0830,1,NULL,2,2,1,1
174BRR0850,5,3,7,6,1,1
174BRR0870,2,1,3,NULL,5,1
174BRR0900,3,6,12,4,1,5
174BRR0915,10,12,16,7,12,10
174BRR0930,104,79,82,63,102,91
174BRR0940,73,46,43,32,30,23
174BRR0945,101,28,18,6,11,14
174BRR0950,11,21,11,14,9,7
174BRR0960,6,6,3,3,3,7
174BRR0965,6,2,5,3,4,2
174BRR0975,1,2,1,1,3,NULL
174BRR0980,4,2,4,5,NULL,1
174BRR0985,3,NULL,4,1,3,2
174BRR0990,5,6,6,2,5,2
174BRR1000,3,NULL,3,3,3,NULL
174BRR1010,1,4,NULL,2,1,2
174BRR1015,3,2,1,1,NULL,2
174BRR1020,1,3,2,1,NULL,1
174BRR1025,1,NULL,NULL,NULL,NULL,NULL
174BRR1030,1,1,NULL,NULL,1,1
174BRR1040,3,1,1,1,NULL,1
174BRR1050,1,1,1,NULL,2,2
174BRR1060,2,2,2,1,NULL,2
174BRR1065,NULL,2,NULL,1,1,NULL
174BRR1075,2,3,2,1,2,1
174BRR1090,NULL,1,NULL,3,1,NULL
210BAP0010,53,63,80,88,108,127
210BAP0090,4,5,7,4,1,5
210BAP0110,16,19,14,8,13,13
210BAP0130,3,3,1,2,NULL,1
210BAP0140,2,NULL,2,1,NULL,1
210BAP0150,NULL,1,1,2,NULL,NULL
210BRR0440,NULL,NULL,NULL,1,NULL,NULL
210BRR0550,NULL,NULL,NULL,1,NULL,NULL
222BCE0035,44,28,46,59,55,63
222BCE0037,21,25,19,33,41,38
222BCE0040,11,10,11,14,17,19
222BCE0045,9,10,12,20,11,11
222BCE0047,20,7,14,11,21,14
222BCE0050,33,26,23,45,26,32
222BCE0070,15,23,23,41,36,19
222BCE0080,12,16,11,10,12,12
222BCE0085,16,12,19,20,9,11
222BCE0090,42,52,39,57,19,30
222BCE0110,68,58,69,88,34,60
222BCE0130,31,41,30,42,19,33
222BCE0150,11,15,20,13,15,24
222BCE0160,7,6,7,7,10,6
222BCE0170,13,14,12,19,23,16
222BCE0190,20,22,12,16,13,20
222BCE0191,9,11,6,6,12,16
222BCE0210,54,49,69,69,92,75
222BCE0220,1,11,5,12,14,15
222BCE0230,29,10,16,18,17,14
222BCE9001,316,392,368,523,502,559
222BCE9003,136,170,205,248,231,250
222BMA0410,3,2,5,5,6,1
222BMA0450,8,4,7,8,16,3
222BMA0470,12,11,13,12,16,1
222BMA0472,14,11,9,19,10,10
222BMA0490,4,14,14,11,15,17
222BMA0550,17,9,19,10,11,7
222BMA0570,2,4,5,4,6,6
222BMA0580,NULL,NULL,NULL,NULL,2,1
222BMA0585,1,1,NULL,NULL,NULL,1
222BMA0590,9,18,22,38,27,26
222BMA0595,2,7,3,14,11,11
222BMA0610,2,4,2,1,NULL,NULL
222BMA0630,19,25,17,25,35,34
222BMA0650,46,33,24,21,24,24
222BMA0660,4,4,2,7,5,7
222BMA0665,34,16,19,11,14,9
222BMA0670,5,3,6,1,1,3
222BMA0680,80,90,81,163,195,200
222BPA0712,8,19,17,9,27,35
222BPA0714,7,9,1,7,6,4
222BPA0720,3,3,3,NULL,1,2
222BPA0730,2,2,5,1,2,4
222BPA0750,3,4,3,NULL,9,11
222BPA0770,22,29,23,24,28,31
222BPA0790,8,9,2,7,9,10
222BPA0810,43,45,44,66,60,65
222BPA0850,4,10,7,NULL,NULL,NULL
222BPI0250,13,5,7,8,15,11
222BPI0270,21,8,29,16,17,17
222BPI0273,7,13,5,13,3,8
222BPI0274,NULL,NULL,NULL,3,3,1
226BCE0630,NULL,NULL,NULL,NULL,NULL,1
226BCE0650,1,NULL,NULL,NULL,NULL,1
226BMA0810,NULL,NULL,NULL,2,1,NULL
226BMA0812,NULL,NULL,NULL,1,1,NULL
226BMA0815,NULL,2,1,NULL,7,1
226BMA0820,1,NULL,4,5,4,1
226BMA0830,NULL,NULL,NULL,1,1,1
226BMA0840,1,NULL,4,3,4,4
226BMA0850,1,1,1,4,1,3
226BMA0860,4,5,10,9,8,9
226BMA0870,1,1,NULL,2,NULL,6
226BMA0880,3,3,4,3,10,8
226BMA0885,NULL,NULL,NULL,1,NULL,NULL
226BMA0890,5,4,9,4,11,11
226BMA0910,23,18,31,25,42,32
226BMA0940,NULL,NULL,2,1,3,1
226BRN0010,1,3,3,6,16,8
226BRN0015,4,4,10,32,51,41
226BRN0018,49,42,40,80,70,83
226BRN0030,NULL,NULL,2,NULL,4,2
226BRN0050,2,2,5,11,13,10
226BRN0070,11,5,10,5,9,5
226BRN0080,4,5,5,10,10,10
226BRN0090,8,6,6,5,6,6
226BRN0110,5,13,9,15,25,20
226BRN0130,8,7,13,20,20,16
226BRN0150,15,9,11,11,12,10
226BRN0155,10,10,18,20,13,21
226BRN0165,4,4,2,5,8,NULL
226BRN0170,2,7,7,4,7,5
226BRN0180,13,17,13,17,24,18
226BRN0185,2,3,5,2,4,4
226BRN0190,NULL,NULL,NULL,NULL,1,NULL
226BRN0210,1,8,9,9,9,NULL
226BRN0220,2,7,3,7,6,NULL
226BRN0250,1,1,3,6,7,6
226BRN0270,1,NULL,1,4,NULL,3
226BRN0290,3,7,3,6,4,9
226BRN0300,NULL,NULL,1,2,5,3
226BRN0310,NULL,NULL,NULL,NULL,2,1
226BRN0315,NULL,NULL,NULL,NULL,2,NULL
226BRN0325,NULL,NULL,NULL,NULL,3,NULL
226BRN0350,NULL,NULL,NULL,NULL,1,NULL
226BRN0360,NULL,NULL,NULL,NULL,1,NULL
226BRN0375,NULL,NULL,NULL,NULL,NULL,1
226BRN0380,NULL,NULL,NULL,NULL,NULL,4
226BTO0950,17,17,13,15,22,20
226BTO0952,11,8,10,16,14,15
226BTO0970,15,21,24,18,16,16
226BTO0972,18,29,20,19,26,37
230BAM1890,NULL,NULL,NULL,1,NULL,NULL
230BAM1930,NULL,NULL,NULL,NULL,NULL,1
230BAM1945,NULL,NULL,NULL,NULL,1,NULL
230BAM1955,NULL,NULL,NULL,NULL,1,NULL
230BAM1995,NULL,1,NULL,NULL,NULL,NULL
230BAM2000,NULL,1,NULL,NULL,NULL,NULL
230BAM2005,NULL,NULL,NULL,NULL,NULL,1
230BAM2030,NULL,1,NULL,1,NULL,NULL
230BAM2040,NULL,NULL,NULL,NULL,1,NULL
230BCE0530,NULL,2,1,NULL,3,2
230BCE0570,NULL,NULL,NULL,NULL,3,1
230BCE0590,NULL,NULL,NULL,2,NULL,3
230BCE0600,NULL,NULL,NULL,NULL,NULL,3
230BMA0910,20,32,26,33,46,5
230BMA0930,9,9,18,28,18,3
230BMA0980,3,2,7,4,4,1
230BMA0990,6,10,13,9,10,8
230BMA0992,3,5,15,3,8,4
230BMA1000,3,3,2,3,6,6
230BMA1002,1,6,7,9,2,14
230BMA1010,8,7,15,13,14,11
230BMA1030,43,56,69,82,70,83
230BMA1050,24,21,25,39,55,44
230BMA1060,8,11,21,18,15,10
230BPA1190,NULL,NULL,NULL,NULL,2,NULL
230BPA1200,1,2,NULL,1,3,1
230BPA1220,1,NULL,NULL,1,NULL,NULL
230BPA1225,1,1,NULL,3,NULL,NULL
230BPA1230,2,2,1,1,NULL,2
230BPA1245,6,9,8,12,6,14
230BPA1290,47,68,223,250,176,163
230BPA1300,91,99,32,20,16,20
230BPA1305,116,147,35,9,18,11
230BPA1310,1,1,1,3,2,1
230BPA1330,1,NULL,NULL,3,NULL,1
230BPA1360,6,3,4,8,4,1
230BPA1390,NULL,NULL,5,14,1,1
230BPA1400,1,1,2,18,NULL,2
230BPA1405,NULL,NULL,NULL,NULL,4,4
230BPA1420,2,NULL,NULL,1,1,NULL
230BPA1430,5,4,NULL,4,4,2
230BPA1440,NULL,NULL,NULL,NULL,3,NULL
230BPA1450,4,6,4,7,6,12
230BPA1460,2,1,2,1,10,5
230BPA1470,NULL,NULL,1,NULL,NULL,NULL
230BPA1480,7,12,15,22,17,34
230BPA1490,1,5,6,14,9,30
230BPA1500,6,1,2,3,7,7
230BPA1505,12,9,8,9,12,9
230BPA1510,2,2,1,3,2,2
230BPA1520,5,4,4,12,9,6
230BPA1530,NULL,NULL,1,NULL,3,2
230BPA1540,2,1,6,4,6,3
230BPA1570,NULL,NULL,NULL,2,1,NULL
230BPA1590,1,NULL,NULL,NULL,NULL,1
230BPA1640,NULL,NULL,1,2,1,NULL
230BPA1650,2,2,4,1,1,1
230BPA1670,NULL,NULL,NULL,1,NULL,NULL
230BPA1680,25,18,19,23,21,25
230BPA1690,1,NULL,3,1,3,7
230BPA1730,NULL,1,NULL,NULL,NULL,NULL
230BPB0010,485,670,621,707,663,604
230BPB0030,241,295,373,478,489,554
230BPB0070,50,62,49,70,80,81
230BPB0090,17,22,23,28,37,36
230BPB0100,11,8,9,15,14,16
230BPB0110,10,18,13,19,29,37
230BPB0120,35,39,59,55,63,66
230BPB0130,1,2,3,1,8,5
230BPB0140,37,40,41,29,45,62
230BPB0150,10,13,7,20,16,13
230BPB0160,12,4,6,6,9,9
230BPB0170,53,76,61,65,73,65
230BPB0190,24,23,28,25,26,11
230BPB0210,84,57,76,48,40,49
230BPB0215,75,101,133,75,67,95
230BPB0230,78,109,74,74,103,106
230BPB0235,20,12,20,15,26,30
230BPB0240,16,8,8,13,10,18
230BPB0250,31,21,20,30,37,41
230BPB0270,18,20,15,15,18,11
230BPB0280,3,6,8,11,2,7
230BPB0290,6,15,8,6,10,12
230BPB0295,22,30,27,26,26,28
230BPB0300,6,5,6,8,5,6
230BPB0310,12,16,13,15,11,18
230BPB0315,21,24,20,8,21,19
230BPB0320,11,5,12,6,4,3
230BPB0350,7,9,15,8,11,8
230BPB0360,2,6,6,7,7,15
230BPB0365,10,14,17,17,13,9
230BPB0370,9,11,12,9,22,23
230BPB0390,36,37,26,31,40,35
230BPB0410,13,13,28,22,19,18
230BPB0430,15,24,22,23,22,22
230BPB0450,30,36,30,46,35,52
230BPB0460,11,12,13,6,10,9
230BPB0465,12,19,15,14,11,20
230BPB0470,14,8,19,4,11,9
230BPB0490,7,7,7,6,3,10
230BPB0510,23,13,29,19,26,36
230BPB0520,4,4,6,8,2,3
230BPB0525,6,7,11,2,1,7
230BPI0730,1,NULL,NULL,1,NULL,1
230BPI0750,NULL,1,4,3,2,3
230BPI0755,1,NULL,2,NULL,1,2
230BPI0850,4,6,3,3,14,5
230BPI0852,7,5,10,9,6,9
230BPI0855,4,2,5,6,5,3
230BPI0860,1,NULL,2,NULL,1,1
230BPI0870,12,17,16,16,12,14
230BPI0875,2,2,2,2,3,6
230BPI0880,4,7,5,7,10,2
230BPI0890,9,9,12,9,12,10
230BPI0895,11,21,16,23,16,23
230BPI0900,1,4,5,3,8,16
230BTO1092,2,2,9,5,2,7
230BTO1095,1,NULL,NULL,2,3,NULL
230BTO1110,2,1,4,4,2,1
230BTO1115,3,1,2,2,3,2
230BTO1120,NULL,NULL,2,1,1,2
230BTO1122,NULL,NULL,1,NULL,NULL,1
230BTO1127,NULL,NULL,1,NULL,1,NULL
232BPE0010,19,20,20,33,26,37
232BPE0015,98,113,153,211,274,268
232BPE0017,35,41,42,37,53,48
232BPE0020,78,89,74,89,143,87
232BPE0030,82,95,95,112,135,108
232BPE0050,30,20,32,44,32,21
232BPE0060,81,74,115,128,140,89
232BPE0070,74,49,68,90,93,90
232BPE0090,26,32,31,39,56,48
232BPE0110,67,75,97,100,164,117
232BPE0120,30,41,54,72,47,42
232BPE0130,16,14,23,25,22,17
232BPE0140,95,125,128,148,163,155
232BPE0150,116,92,108,115,148,132
232BPE0170,34,10,18,28,27,31
232BPE0190,54,42,41,65,62,65
232BPE0210,30,30,48,69,65,57
232BPE0230,34,46,33,45,65,50
232BPE0250,4,1,1,4,2,1
232BPE0260,36,49,54,73,74,82
232BPE0270,26,34,40,45,40,37
232BPE0290,9,10,9,11,17,12
232BPE0300,11,21,15,27,18,14
232BPE0310,15,24,29,32,47,46
232BPE0330,1,1,2,4,1,3
232BPE0350,9,5,7,7,9,9
232BPE0360,14,25,26,43,41,32
232BPE0370,19,24,38,53,42,48
232BPE0390,4,11,20,31,23,21
232BPE0400,4,1,4,7,5,4
232BPE0410,12,10,12,15,17,12
232BPE0420,11,20,10,21,28,21
232BPE0430,19,25,35,31,54,46
232BPE0435,3,3,4,15,17,15
232BPE0440,1,7,13,9,12,6
232BPE0450,3,5,2,5,6,2
235BBA0190,2,1,NULL,NULL,NULL,NULL
235BBA0192,NULL,1,NULL,NULL,NULL,2
235BBA0194,NULL,4,1,2,1,1
235BBA0210,1,NULL,NULL,1,NULL,2
235BBA0220,NULL,NULL,NULL,NULL,NULL,2
235BBA0230,NULL,1,NULL,NULL,NULL,NULL
235BBA0240,NULL,1,NULL,NULL,1,NULL
235BSE0005,23,37,41,48,40,59
235BSE0010,149,162,162,213,172,177
235BSE0050,31,29,45,36,43,52
235BSE0060,77,80,70,103,101,131
235BSE0070,8,11,9,8,13,15
235BSE0090,46,46,53,51,69,62
235BSE0110,10,13,13,13,16,24
235BSE0130,3,2,3,NULL,NULL,2
235BSE0150,17,9,2,8,11,11
235BSE0170,2,1,6,5,1,7
242BBA0070,49,65,71,34,41,34
242BBA0110,12,17,23,17,29,29
242BBA0112,19,19,23,25,33,24
242BBA0114,13,17,28,10,19,15
242BBA0130,2,NULL,2,NULL,1,3
242BBA0132,12,10,7,6,11,7
242BBA0134,2,1,1,1,1,NULL
242BBA0136,41,37,52,32,32,35
242BBA0138,38,37,49,69,76,65
242BBA0150,4,4,5,9,7,5
242BBA0180,2,3,2,6,NULL,5
242BBA0200,5,2,5,4,5,7
242BBA0202,5,5,7,10,6,10
242BBA0204,23,22,31,40,27,25
242BBA0210,4,6,7,7,4,4
242BBA0220,13,9,17,16,17,13
242BBA0225,4,12,13,9,10,7
242BBA0230,13,13,18,10,33,6
242BBA0240,11,12,19,8,15,3
242BBA0250,3,15,16,10,6,4
242BBA0252,14,25,33,16,13,11
242BBA0260,24,38,31,20,11,10
242BBA0270,1,4,4,3,2,7
242BBA0290,3,25,27,14,10,15
242BBA0300,19,35,34,47,47,42
242BBA0310,5,5,7,9,7,7
242BBA0340,7,17,15,4,8,4
242BBA0350,2,1,NULL,NULL,1,2
242BTO0440,1,3,1,NULL,3,4
242BTO0445,1,2,2,3,4,10
242BTO0450,8,10,18,15,20,25
242BTO0490,3,NULL,5,5,NULL,2
242BTO0510,2,8,9,10,9,8
242BTO0512,NULL,2,4,8,1,1
242BTO0520,NULL,NULL,1,NULL,NULL,NULL
251BDF0490,5,2,2,3,1,5
251BDF0515,NULL,1,NULL,1,2,1
251BDF0520,NULL,NULL,2,2,3,NULL
251BDF0525,2,NULL,1,NULL,3,2
251BDF0530,14,12,7,10,15,16
251BDF0532,1,NULL,NULL,3,2,3
251BDF0550,6,5,7,4,12,13
251BDF0552,1,2,NULL,NULL,NULL,NULL
251BGO0470,2,2,1,2,4,3
251BGO0480,1,NULL,NULL,NULL,NULL,NULL
251BGO0625,13,7,6,15,16,11
251BMG0220,16,14,27,25,26,28
251BMG0230,25,27,26,44,45,45
251BMG0240,25,32,23,50,66,60
251BMG0250,60,83,108,114,151,137
251BMG0270,57,85,107,116,156,105
251BMG0280,15,39,42,61,49,37
251BMG0300,14,4,NULL,NULL,NULL,NULL
251BMG0350,NULL,NULL,NULL,NULL,NULL,1
259BES0010,58,57,67,79,69,70
259BES0015,89,77,90,91,83,72
259BES0030,3,5,3,2,NULL,3
259BES0070,6,13,27,13,31,33
259BES0075,44,45,31,36,46,51
259BES0080,19,10,8,20,18,30
259BES0085,1,NULL,1,NULL,NULL,NULL
259BES0095,3,3,NULL,1,1,1
262BES0010,155,136,115,114,104,91
262BES0020,365,320,338,390,331,297
262BES0030,486,515,497,581,529,440
262BES0070,217,192,227,258,259,267
262BES0090,17,27,24,40,36,42
262BES0100,65,94,91,92,80,118
262BES0110,110,122,142,134,131,121
262BES0130,25,27,28,29,34,23
262BES0150,2,2,9,9,6,10
262BES0155,81,90,71,76,90,71
262BES0170,50,63,47,68,60,54
262BES0190,14,29,20,24,23,18
262BES0195,39,38,46,36,23,34
262BES0200,122,108,83,102,102,121
262BES0205,13,4,5,6,6,8
262BES0210,35,36,25,41,30,43
262BMG0230,17,24,22,30,22,35
262BMG0240,16,17,25,22,20,16
262BMG0250,33,30,37,44,48,48
262BMG0270,73,93,130,114,137,120
262BMG0290,132,123,151,174,156,172
262BMG0295,38,59,61,46,67,61
262BMG0300,6,5,7,8,5,10
262BMG0310,52,43,48,63,74,51
262BMG0320,49,50,47,60,71,66
262BMG0330,18,21,22,23,19,23
262BMG0350,41,39,35,60,69,43
262BMG0370,39,48,57,77,58,49
262BMG0390,30,19,31,25,43,19
262BMG0393,24,30,26,39,28,22
262BMG0640,NULL,13,16,30,12,20
262BMG0650,180,189,246,267,192,172
262BMG0670,59,40,49,66,46,51
262BMG0685,118,167,176,171,143,140
262BMG0690,5,4,7,6,7,8
262BMG0710,58,32,51,59,47,44
262BMG0730,46,50,74,78,79,39
262BMG0740,10,15,31,32,23,20
262BMG0750,160,189,151,208,249,231
262BMG0770,46,56,39,47,51,44
262BMG0790,59,64,59,94,89,64
262BMG0810,33,34,38,22,19,33
262BMG0820,86,91,91,97,112,95
262BMG0830,41,54,73,76,36,22
262BMG0850,20,27,37,44,47,31
262BMG0870,83,101,109,127,161,126
262BMG0890,91,90,74,111,70,56
262BMG0910,18,16,20,22,21,14
262BMG0930,50,47,23,46,55,34
262BMG0950,13,14,14,17,20,20
262BMG0970,10,17,20,30,20,13
262BMG0990,25,27,24,35,40,46
262BMG0995,1,3,3,6,10,5
262BMG1010,41,40,44,49,61,57
262BMG1020,10,13,10,17,10,12
262BMG1030,1,3,2,4,7,1
262BMS1270,14,11,9,9,13,6
262BMS1275,6,6,4,11,5,3
262BMS1280,8,11,17,32,23,24
262BMS1290,16,29,38,24,48,57
262BMS1300,14,8,18,21,19,34
262BMS1305,44,37,54,68,80,73
262BMS1310,5,7,8,11,19,10
262BMS1314,5,6,5,13,3,8
262BMS1316,29,28,22,28,33,30
262BMS1320,20,18,30,33,25,28
262BMS1325,42,53,65,73,74,49
262BMS1333,8,11,10,14,16,25
262BMS1336,41,58,38,68,54,51
262BMS1338,13,15,11,11,18,21
262BMS1350,31,27,41,52,37,53
262BMS1352,7,18,10,14,9,13
262BMS1360,23,16,19,19,20,24
262BMS1362,11,37,25,23,23,26
262BMS1364,8,6,7,4,4,4
262BMS1370,4,5,6,11,8,6
262BMS1380,NULL,2,1,4,NULL,NULL
262BMS1390,18,22,31,31,34,29
262BMS1395,32,35,51,55,34,28
262BMS1412,2,NULL,2,2,3,NULL
262BMS1420,23,33,29,16,29,12
262BMS1440,5,7,1,3,6,3
262BMS1450,3,5,8,10,6,3
262BMS1452,16,8,14,12,19,11
262BMS1460,1,1,NULL,2,1,1
262BMS1465,5,5,4,2,2,NULL
262BMS1470,NULL,NULL,NULL,NULL,1,NULL
265BMG0270,NULL,NULL,NULL,NULL,NULL,1
267BMG0030,69,63,65,75,106,109
267BMG0050,65,75,63,65,89,104
267BMG0060,NULL,NULL,NULL,NULL,NULL,1
267BMG0090,NULL,1,1,1,1,NULL
267BMG0110,7,9,3,6,8,6
267BMG0130,28,32,29,34,37,54
267BMG0140,28,14,25,24,35,29
267BMG0150,32,26,29,37,50,28
267BMG0165,1,2,6,3,4,2
267BMG0170,24,37,31,55,60,41
267BMG0190,25,21,29,25,23,28
267BMG0210,8,8,8,14,2,7
267BMG0230,19,22,19,22,14,13
267BMG0240,13,15,13,16,20,15
267BMG0250,29,30,20,32,33,22
267BMG0270,19,16,30,29,24,18
267BMG0290,21,19,26,24,25,35
267BMG0310,18,17,28,25,31,27
267BMG0330,16,10,25,13,25,19
267BMG0350,NULL,2,15,3,10,5
267BMG0370,5,2,3,3,NULL,NULL
267BMG0390,22,19,23,15,27,18
267BMG0393,40,34,41,59,74,51
267BMS0870,4,2,5,NULL,8,1
267BMS0880,24,31,48,68,30,35
267BMS0885,14,9,10,11,12,7
267BMS0890,66,65,67,92,85,66
267BMS0910,10,15,15,23,12,8
267BMS0920,46,50,65,60,43,41
267BMS0930,20,22,26,31,27,23
267BMS0950,8,13,18,27,30,27
267BMS0972,6,5,4,4,NULL,5
267BMS0973,2,3,1,4,4,NULL
267BMS0975,6,21,9,12,14,11
267BMS0980,NULL,4,1,1,4,1
267BMS0985,1,2,4,2,3,1
267BMS0990,NULL,1,4,1,1,1
267BMS0995,1,4,2,3,5,3
267BMS1000,NULL,11,4,7,3,2
